Id,ProductTypeName,IsActive,CreatedBy,CreatedDate
6189,,0,akashverma@ord.gov.in,48:42.5
6190,,0,dhinesh.a@bemlltd.in,48:47.2
6191,,0,cio@indiaoptel.in,48:52.8
6192,,0,akashverma@ord.gov.in,49:42.4
6193,,0,akashverma@ord.gov.in,51:44.8
6194,,0,akashverma@ord.gov.in,53:22.9
6195,,0,cio@indiaoptel.in,53:44.1
6196,,0,cio@indiaoptel.in,54:46.3
6197,,0,cio@indiaoptel.in,55:48.1
6198,,0,pramithch@bel.co.in,56:19.7
6199,,0,akashverma@ord.gov.in,57:20.1
6200,,0,pramithch@bel.co.in,58:05.2
6201,,0,dhinesh.a@bemlltd.in,58:13.4
6202,Power Cables,0,cio@indiaoptel.in,58:46.1
6203,,0,akashverma@ord.gov.in,59:04.6
6204,,0,dhinesh.a@bemlltd.in,59:14.1
6205,,0,dhinesh.a@bemlltd.in,00:14.7
6206,,0,pramithch@bel.co.in,00:37.6
6207,,0,dhinesh.a@bemlltd.in,01:27.0
6208,,0,akashverma@ord.gov.in,01:27.2
6209,Harness/Cables,0,cio@indiaoptel.in,01:47.7
6210,,0,pramithch@bel.co.in,01:54.6
6211,,0,dhinesh.a@bemlltd.in,02:26.8
6212,Harness/Cables,0,cio@indiaoptel.in,03:39.7
6213,,0,pramithch@bel.co.in,03:42.3
6214,,0,dhinesh.a@bemlltd.in,03:52.2
6215,,0,akashverma@ord.gov.in,03:56.0
6216,,0,dhinesh.a@bemlltd.in,05:00.6
6217,Harness/Cables,0,cio@indiaoptel.in,05:02.4
6218,,0,akashverma@ord.gov.in,05:40.4
6219,,0,dhinesh.a@bemlltd.in,05:55.6
6220,Harness/Cables,0,cio@indiaoptel.in,06:46.8
6221,,0,akashverma@ord.gov.in,07:27.8
6222,,0,dhinesh.a@bemlltd.in,07:31.1
6223,Harness/Cables,0,cio@indiaoptel.in,08:02.6
6224,,0,dhinesh.a@bemlltd.in,08:29.9
6225,Harness/Cables,0,cio@indiaoptel.in,09:08.7
6226,,0,akashverma@ord.gov.in,09:40.4
6227,Harness/Cables,0,cio@indiaoptel.in,10:16.4
6228,,0,akashverma@ord.gov.in,12:24.3
6229,,0,dhinesh.a@bemlltd.in,13:48.7
6230,,0,akashverma@ord.gov.in,16:45.1
6231,,0,akashverma@ord.gov.in,20:05.0
6232,,0,akashverma@ord.gov.in,25:07.4
6233,,0,akashverma@ord.gov.in,28:50.3
6234,,0,dhinesh.a@bemlltd.in,36:58.2
6235,,0,dhinesh.a@bemlltd.in,37:48.9
6236,,0,dhinesh.a@bemlltd.in,42:33.5
6237,,0,dhinesh.a@bemlltd.in,43:44.5
6238,,0,dhinesh.a@bemlltd.in,44:41.0
6239,,0,dhinesh.a@bemlltd.in,45:30.3
6240,,0,dhinesh.a@bemlltd.in,46:45.7
6241,,0,dhinesh.a@bemlltd.in,47:40.4
6242,,0,dhinesh.a@bemlltd.in,48:49.8
6243,,0,dhinesh.a@bemlltd.in,49:37.5
6244,,0,dhinesh.a@bemlltd.in,59:55.3
6245,,0,dhinesh.a@bemlltd.in,01:10.1
6246,,0,dhinesh.a@bemlltd.in,05:03.8
6247,,0,dhinesh.a@bemlltd.in,06:15.9
6248,Armouring & Ballistic Protection,0,sumitpatle@ord.gov.in,06:49.2
6249,,0,dhinesh.a@bemlltd.in,07:01.9
6250,,0,dhinesh.a@bemlltd.in,07:56.8
6251,Sleeping Bags,0,sumitpatle@ord.gov.in,13:16.9
6252,Sleeping Bags,0,sumitpatle@ord.gov.in,14:55.9
6253,Shelter system,0,sumitpatle@ord.gov.in,16:41.2
6254,Shelter system,0,sumitpatle@ord.gov.in,18:06.7
6255,Shelter system,0,sumitpatle@ord.gov.in,20:06.6
6256,,0,dhinesh.a@bemlltd.in,48:46.8
6257,,0,dhinesh.a@bemlltd.in,49:47.2
6258,,0,dhinesh.a@bemlltd.in,50:54.9
6259,,0,dhinesh.a@bemlltd.in,51:47.7
6260,,0,dhinesh.a@bemlltd.in,57:36.2
6261,,0,dhinesh.a@bemlltd.in,59:39.3
6262,,0,dhinesh.a@bemlltd.in,04:58.4
6263,,0,dhinesh.a@bemlltd.in,10:53.8
6264,,0,dhinesh.a@bemlltd.in,12:01.4
6265,,0,dhinesh.a@bemlltd.in,13:53.7
6266,,0,dhinesh.a@bemlltd.in,19:03.8
6267,,0,dhinesh.a@bemlltd.in,21:47.8
6268,,0,dhinesh.a@bemlltd.in,23:41.5
6269,,0,dhinesh.a@bemlltd.in,25:04.8
6270,,0,dhinesh.a@bemlltd.in,27:42.6
6271,,0,dhinesh.a@bemlltd.in,29:02.2
6272,,0,dhinesh.a@bemlltd.in,30:01.5
6273,,0,dhinesh.a@bemlltd.in,35:08.1
6274,,0,dhinesh.a@bemlltd.in,36:32.1
6275,,0,dhinesh.a@bemlltd.in,40:31.3
6276,,0,dhinesh.a@bemlltd.in,41:23.5
6277,,0,dhinesh.a@bemlltd.in,42:22.8
6278,,0,dhinesh.a@bemlltd.in,47:30.2
6279,,0,dhinesh.a@bemlltd.in,48:25.2
6280,,0,dhinesh.a@bemlltd.in,49:28.1
6281,,0,dhinesh.a@bemlltd.in,50:46.2
6282,,0,dhinesh.a@bemlltd.in,56:13.7
6283,,0,dhinesh.a@bemlltd.in,57:11.8
6284,,0,dhinesh.a@bemlltd.in,01:22.9
6285,,0,dhinesh.a@bemlltd.in,28:56.2
6286,,0,dhinesh.a@bemlltd.in,30:12.6
6287,,0,dhinesh.a@bemlltd.in,30:52.8
6288,,0,dhinesh.a@bemlltd.in,32:05.3
6289,,0,dhinesh.a@bemlltd.in,33:45.5
6290,,0,dhinesh.a@bemlltd.in,41:38.7
6291,,0,dhinesh.a@bemlltd.in,43:53.7
6292,,0,dhinesh.a@bemlltd.in,44:57.0
6293,,0,dhinesh.a@bemlltd.in,46:45.4
6294,,0,dhinesh.a@bemlltd.in,48:31.6
6295,,0,dhinesh.a@bemlltd.in,49:47.1
6296,,0,dhinesh.a@bemlltd.in,50:57.6
6297,,0,dhinesh.a@bemlltd.in,52:00.2
6298,,0,dhinesh.a@bemlltd.in,53:13.0
6299,,0,dhinesh.a@bemlltd.in,54:13.1
6300,,0,dhinesh.a@bemlltd.in,58:15.8
6301,,0,dhinesh.a@bemlltd.in,59:05.2
6302,,0,dhinesh.a@bemlltd.in,59:51.1
6303,,0,dhinesh.a@bemlltd.in,00:49.0
6304,,0,dhinesh.a@bemlltd.in,52:51.3
6305,,0,dhinesh.a@bemlltd.in,55:50.2
6306,,0,dhinesh.a@bemlltd.in,57:00.5
6307,,0,saravanakumar.as@bemlltd.in,13:09.2
6308,,0,saravanakumar.as@bemlltd.in,14:14.5
6309,,0,saravanakumar.as@bemlltd.in,15:09.0
6310,,0,saravanakumar.as@bemlltd.in,16:17.7
6311,,0,saravanakumar.as@bemlltd.in,16:18.2
6312,,0,saravanakumar.as@bemlltd.in,16:18.7
6313,,0,saravanakumar.as@bemlltd.in,17:05.1
6314,,0,saravanakumar.as@bemlltd.in,17:58.7
6315,,0,saravanakumar.as@bemlltd.in,18:53.0
6316,,0,saravanakumar.as@bemlltd.in,19:45.8
6317,,0,saravanakumar.as@bemlltd.in,20:32.5
6318,,0,saravanakumar.as@bemlltd.in,21:35.3
6319,,0,saravanakumar.as@bemlltd.in,22:36.3
6320,,0,saravanakumar.as@bemlltd.in,23:26.0
6321,,0,saravanakumar.as@bemlltd.in,24:02.4
6322,,0,saravanakumar.as@bemlltd.in,24:46.9
6323,,0,saravanakumar.as@bemlltd.in,25:39.4
6324,,0,saravanakumar.as@bemlltd.in,26:31.7
6325,,0,saravanakumar.as@bemlltd.in,27:20.7
6326,,0,saravanakumar.as@bemlltd.in,28:12.2
6327,,0,saravanakumar.as@bemlltd.in,28:48.8
6328,,0,saravanakumar.as@bemlltd.in,29:28.1
6329,,0,saravanakumar.as@bemlltd.in,30:11.0
6330,,0,saravanakumar.as@bemlltd.in,30:39.6
6331,,0,saravanakumar.as@bemlltd.in,31:34.8
6332,,0,saravanakumar.as@bemlltd.in,32:18.2
6333,,0,saravanakumar.as@bemlltd.in,32:58.9
6334,,0,saravanakumar.as@bemlltd.in,33:52.4
6335,,0,saravanakumar.as@bemlltd.in,34:42.0
6336,,0,saravanakumar.as@bemlltd.in,36:20.5
6337,,0,saravanakumar.as@bemlltd.in,37:13.0
6338,,0,saravanakumar.as@bemlltd.in,37:58.5
6339,,0,saravanakumar.as@bemlltd.in,39:15.5
6340,,0,saravanakumar.as@bemlltd.in,40:23.2
6341,,0,saravanakumar.as@bemlltd.in,41:32.7
6342,,0,saravanakumar.as@bemlltd.in,43:40.0
6343,,0,saravanakumar.as@bemlltd.in,44:42.5
6344,,0,saravanakumar.as@bemlltd.in,46:12.1
6345,,0,saravanakumar.as@bemlltd.in,46:56.7
6346,,0,saravanakumar.as@bemlltd.in,47:53.8
6347,,0,saravanakumar.as@bemlltd.in,48:32.9
6348,,0,saravanakumar.as@bemlltd.in,49:12.2
6349,,0,saravanakumar.as@bemlltd.in,50:40.9
6350,,0,saravanakumar.as@bemlltd.in,51:36.3
6351,,0,saravanakumar.as@bemlltd.in,52:12.9
6352,,0,saravanakumar.as@bemlltd.in,53:10.8
6353,,0,saravanakumar.as@bemlltd.in,53:47.2
6354,,0,saravanakumar.as@bemlltd.in,55:02.2
6355,,0,saravanakumar.as@bemlltd.in,55:59.9
6356,,0,tank.ofmk@ord.gov.in,56:01.3
6357,,0,saravanakumar.as@bemlltd.in,57:11.7
6358,,0,saravanakumar.as@bemlltd.in,57:58.6
6359,,0,saravanakumar.as@bemlltd.in,59:04.1
6360,,0,tank.ofmk@ord.gov.in,59:05.9
6361,,0,dhinesh.a@bemlltd.in,59:44.0
6362,,0,saravanakumar.as@bemlltd.in,59:52.5
6363,,0,saravanakumar.as@bemlltd.in,00:34.4
6364,,0,saravanakumar.as@bemlltd.in,01:42.3
6365,,0,tank.ofmk@ord.gov.in,02:20.0
6366,,0,saravanakumar.as@bemlltd.in,02:33.9
6367,,0,saravanakumar.as@bemlltd.in,03:18.4
6368,,0,saravanakumar.as@bemlltd.in,04:24.1
6369,,0,saravanakumar.as@bemlltd.in,04:56.7
6370,,0,tank.ofmk@ord.gov.in,05:14.7
6371,,0,saravanakumar.as@bemlltd.in,06:00.0
6372,,0,saravanakumar.as@bemlltd.in,07:26.2
6373,,0,dhinesh.a@bemlltd.in,07:54.3
6374,,0,saravanakumar.as@bemlltd.in,07:57.7
6375,,0,tank.ofmk@ord.gov.in,08:03.0
6376,,0,saravanakumar.as@bemlltd.in,08:45.8
6377,,0,dhinesh.a@bemlltd.in,08:50.4
6378,,0,saravanakumar.as@bemlltd.in,09:27.3
6379,,0,dhinesh.a@bemlltd.in,09:41.3
6380,,0,saravanakumar.as@bemlltd.in,10:14.5
6381,,0,dhinesh.a@bemlltd.in,10:27.7
6382,,0,tank.ofmk@ord.gov.in,10:54.8
6383,,0,saravanakumar.as@bemlltd.in,11:07.6
6384,,0,dhinesh.a@bemlltd.in,11:32.2
6385,,0,saravanakumar.as@bemlltd.in,12:15.2
6386,,0,saravanakumar.as@bemlltd.in,13:30.7
6387,,0,dhinesh.a@bemlltd.in,13:45.5
6388,,0,saravanakumar.as@bemlltd.in,14:17.4
6389,,0,tank.ofmk@ord.gov.in,15:16.6
6390,,0,saravanakumar.as@bemlltd.in,15:21.4
6391,,0,dhinesh.a@bemlltd.in,15:32.9
6392,,0,saravanakumar.as@bemlltd.in,16:20.3
6393,,0,dhinesh.a@bemlltd.in,16:22.2
6394,,0,saravanakumar.as@bemlltd.in,17:12.4
6395,,0,dhinesh.a@bemlltd.in,17:50.8
6396,,0,tank.ofmk@ord.gov.in,18:10.9
6397,,0,saravanakumar.as@bemlltd.in,18:21.6
6398,,0,dhinesh.a@bemlltd.in,20:34.6
6399,,0,tank.ofmk@ord.gov.in,22:10.9
6400,,0,dhinesh.a@bemlltd.in,23:17.8
6401,,0,saravanakumar.as@bemlltd.in,23:31.0
6402,,0,dhinesh.a@bemlltd.in,24:43.2
6403,,0,tank.ofmk@ord.gov.in,24:54.1
6404,,0,dhinesh.a@bemlltd.in,25:48.3
6405,,0,dhinesh.a@bemlltd.in,26:39.8
6406,,0,saravanakumar.as@bemlltd.in,26:45.5
6407,,0,tank.ofmk@ord.gov.in,27:27.3
6408,,0,saravanakumar.as@bemlltd.in,27:29.2
6409,,0,saravanakumar.as@bemlltd.in,28:05.5
6410,,0,dhinesh.a@bemlltd.in,28:07.7
6411,,0,saravanakumar.as@bemlltd.in,28:39.7
6412,,0,dhinesh.a@bemlltd.in,29:00.7
6413,,0,saravanakumar.as@bemlltd.in,29:25.7
6414,,0,tank.ofmk@ord.gov.in,29:57.1
6415,,0,saravanakumar.as@bemlltd.in,30:16.3
6416,,0,saravanakumar.as@bemlltd.in,31:22.0
6417,,0,dhinesh.a@bemlltd.in,31:32.5
6418,,0,tank.ofmk@ord.gov.in,32:34.2
6419,,0,saravanakumar.as@bemlltd.in,32:49.1
6420,,0,dhinesh.a@bemlltd.in,33:53.8
6421,,0,saravanakumar.as@bemlltd.in,34:30.6
6422,,0,saravanakumar.as@bemlltd.in,35:10.8
6423,,0,saravanakumar.as@bemlltd.in,35:59.3
6424,,0,saravanakumar.as@bemlltd.in,36:50.5
6425,,0,saravanakumar.as@bemlltd.in,37:43.1
6426,,0,dhinesh.a@bemlltd.in,38:04.5
6427,,0,tank.ofmk@ord.gov.in,40:35.3
6428,,0,saravanakumar.as@bemlltd.in,40:47.9
6429,,0,dhinesh.a@bemlltd.in,41:14.8
6430,,0,saravanakumar.as@bemlltd.in,41:42.3
6431,,0,saravanakumar.as@bemlltd.in,42:30.7
6432,,0,dhinesh.a@bemlltd.in,42:46.5
6433,,0,saravanakumar.as@bemlltd.in,43:26.6
6434,,0,dhinesh.a@bemlltd.in,43:34.9
6435,,0,tank.ofmk@ord.gov.in,43:37.0
6436,,0,saravanakumar.as@bemlltd.in,44:11.0
6437,,0,dhinesh.a@bemlltd.in,44:38.9
6438,,0,saravanakumar.as@bemlltd.in,45:59.3
6439,,0,tank.ofmk@ord.gov.in,46:18.2
6440,,0,dhinesh.a@bemlltd.in,46:22.8
6441,,0,saravanakumar.as@bemlltd.in,46:59.9
6442,,0,saravanakumar.as@bemlltd.in,47:47.7
6443,,0,dhinesh.a@bemlltd.in,48:34.3
6444,,0,saravanakumar.as@bemlltd.in,48:43.4
6445,,0,tank.ofmk@ord.gov.in,49:16.9
6446,,0,saravanakumar.as@bemlltd.in,49:25.7
6447,,0,saravanakumar.as@bemlltd.in,50:37.4
6448,,0,saravanakumar.as@bemlltd.in,51:46.3
6449,,0,dhinesh.a@bemlltd.in,51:52.5
6450,,0,tank.ofmk@ord.gov.in,52:43.6
6451,,0,saravanakumar.as@bemlltd.in,54:47.4
6452,,0,tank.ofmk@ord.gov.in,55:07.8
6453,,0,saravanakumar.as@bemlltd.in,55:29.0
6454,,0,dhinesh.a@bemlltd.in,55:51.1
6455,,0,saravanakumar.as@bemlltd.in,56:19.1
6456,,0,dhinesh.a@bemlltd.in,56:47.0
6457,,0,saravanakumar.as@bemlltd.in,57:00.5
6458,,0,dhinesh.a@bemlltd.in,57:35.8
6459,,0,saravanakumar.as@bemlltd.in,58:24.3
6460,,0,saravanakumar.as@bemlltd.in,59:05.6
6461,,0,tank.ofmk@ord.gov.in,59:30.4
6462,,0,dhinesh.a@bemlltd.in,00:10.6
6463,,0,saravanakumar.as@bemlltd.in,00:14.3
6464,,0,saravanakumar.as@bemlltd.in,01:00.9
6465,,0,saravanakumar.as@bemlltd.in,01:51.3
6466,,0,tank.ofmk@ord.gov.in,02:03.6
6467,,0,saravanakumar.as@bemlltd.in,02:34.6
6468,,0,saravanakumar.as@bemlltd.in,03:10.8
6469,,0,saravanakumar.as@bemlltd.in,04:09.3
6470,,0,tank.ofmk@ord.gov.in,04:27.9
6471,,0,saravanakumar.as@bemlltd.in,04:58.4
6472,,0,dhinesh.a@bemlltd.in,05:00.5
6473,,0,saravanakumar.as@bemlltd.in,05:46.0
6474,,0,dhinesh.a@bemlltd.in,05:52.6
6475,,0,saravanakumar.as@bemlltd.in,06:40.7
6476,,0,dhinesh.a@bemlltd.in,06:45.4
6477,,0,saravanakumar.as@bemlltd.in,07:21.7
6478,,0,dhinesh.a@bemlltd.in,07:33.3
6479,,0,dhinesh.a@bemlltd.in,08:20.3
6480,,0,saravanakumar.as@bemlltd.in,08:37.9
6481,,0,dhinesh.a@bemlltd.in,09:31.3
6482,,0,saravanakumar.as@bemlltd.in,09:40.5
6483,,0,dhinesh.a@bemlltd.in,10:20.3
6484,,0,saravanakumar.as@bemlltd.in,10:40.8
6485,,0,dhinesh.a@bemlltd.in,11:18.9
6486,,0,saravanakumar.as@bemlltd.in,11:39.7
6487,,0,dhinesh.a@bemlltd.in,11:55.2
6488,,0,saravanakumar.as@bemlltd.in,12:26.4
6489,,0,saravanakumar.as@bemlltd.in,13:06.3
6490,,0,raghunandanjha@ord.gov.in,13:22.2
6491,,0,saravanakumar.as@bemlltd.in,13:49.0
6492,,0,dhinesh.a@bemlltd.in,14:32.4
6493,,0,saravanakumar.as@bemlltd.in,14:49.0
6494,,0,saravanakumar.as@bemlltd.in,15:31.2
6495,,0,saravanakumar.as@bemlltd.in,16:42.8
6496,,0,saravanakumar.as@bemlltd.in,17:36.0
6497,,0,ofajmfcc@ord.gov.in,21:36.2
6498,,0,ofajmfcc@ord.gov.in,23:34.3
6499,,0,ofajmfcc@ord.gov.in,25:37.7
6500,,0,raghunandanjha@ord.gov.in,26:05.0
6501,,0,dhinesh.a@bemlltd.in,30:09.5
6502,,0,dhinesh.a@bemlltd.in,31:01.8
6503,,0,ofajmfcc@ord.gov.in,31:13.3
6504,,0,dhinesh.a@bemlltd.in,32:01.9
6505,,0,vaprasannakumar@ord.gov.in,32:12.1
6506,,0,dhinesh.a@bemlltd.in,33:00.3
6507,,0,vaprasannakumar@ord.gov.in,33:39.9
6508,,0,raghunandanjha@ord.gov.in,33:49.7
6509,,0,dhinesh.a@bemlltd.in,34:06.3
6510,,0,dhinesh.a@bemlltd.in,35:56.8
6511,,0,ofajmfcc@ord.gov.in,38:45.3
6512,,0,vaprasannakumar@ord.gov.in,39:09.5
6513,,0,vaprasannakumar@ord.gov.in,40:34.1
6514,,0,ofajmfcc@ord.gov.in,40:48.7
6515,,0,vaprasannakumar@ord.gov.in,42:33.1
6516,,0,tank.ofmk@ord.gov.in,42:44.7
6517,,0,ofajmfcc@ord.gov.in,42:54.3
6518,,0,dhinesh.a@bemlltd.in,43:42.5
6519,,0,raghunandanjha@ord.gov.in,44:01.9
6520,,0,dhinesh.a@bemlltd.in,44:46.9
6521,,0,tank.ofmk@ord.gov.in,44:56.7
6522,,0,ofajmfcc@ord.gov.in,45:02.1
6523,,0,sudarshanas@bel.co.in,45:16.4
6524,,0,dhinesh.a@bemlltd.in,45:31.8
6525,,0,sudarshanas@bel.co.in,45:47.1
6526,,0,sudarshanas@bel.co.in,46:16.3
6527,,0,dhinesh.a@bemlltd.in,46:32.1
6528,,0,dhinesh.a@bemlltd.in,47:29.3
6529,,0,ofajmfcc@ord.gov.in,47:36.2
6530,,0,tank.ofmk@ord.gov.in,47:36.8
6531,,0,vaprasannakumar@ord.gov.in,48:37.9
6532,,0,dhinesh.a@bemlltd.in,48:44.3
6533,,0,ofajmfcc@ord.gov.in,49:30.8
6534,,0,tank.ofmk@ord.gov.in,53:49.4
6535,,0,dhinesh.a@bemlltd.in,55:43.3
6536,,0,dhinesh.a@bemlltd.in,56:24.9
6537,,0,tank.ofmk@ord.gov.in,56:47.9
6538,,0,dhinesh.a@bemlltd.in,59:39.9
6539,,0,dhinesh.a@bemlltd.in,00:24.2
6540,,0,dhinesh.a@bemlltd.in,01:49.8
6541,,0,tank.ofmk@ord.gov.in,02:09.1
6542,,0,dhinesh.a@bemlltd.in,02:54.5
6543,,0,tank.ofmk@ord.gov.in,06:01.6
6544,,0,tank.ofmk@ord.gov.in,08:13.0
6545,,0,pvgokakkar@mazdock.com,09:00.8
6546,,0,tank.ofmk@ord.gov.in,10:20.7
6547,,0,tank.ofmk@ord.gov.in,12:33.7
6548,,0,dhinesh.a@bemlltd.in,13:16.7
6549,,0,dhinesh.a@bemlltd.in,14:03.1
6550,,0,dhinesh.a@bemlltd.in,14:51.5
6551,,0,vaprasannakumar@ord.gov.in,15:09.1
6552,,0,tank.ofmk@ord.gov.in,15:15.9
6553,,0,imrankhan@ord.gov.in,15:36.0
6554,,0,dhinesh.a@bemlltd.in,15:45.4
6555,,0,dhinesh.a@bemlltd.in,16:54.8
6556,,0,tank.ofmk@ord.gov.in,17:25.8
6557,,0,raghunandanjha@ord.gov.in,17:35.5
6558,,0,dhinesh.a@bemlltd.in,17:38.3
6559,,0,dhinesh.a@bemlltd.in,18:29.2
6560,,0,imrankhan@ord.gov.in,19:14.6
6561,,0,tank.ofmk@ord.gov.in,19:55.0
6562,,0,dhinesh.a@bemlltd.in,19:58.4
6563,,0,vaprasannakumar@ord.gov.in,20:15.0
6564,,0,dhinesh.a@bemlltd.in,20:43.2
6565,,0,imrankhan@ord.gov.in,21:26.8
6566,,0,dhinesh.a@bemlltd.in,21:42.0
6567,,0,vaprasannakumar@ord.gov.in,21:50.4
6568,,0,dhinesh.a@bemlltd.in,22:54.3
6569,,0,raghunandanjha@ord.gov.in,24:42.5
6570,,0,tank.ofmk@ord.gov.in,25:15.3
6571,,0,tank.ofmk@ord.gov.in,28:18.7
6572,,0,imrankhan@ord.gov.in,29:19.5
6573,,0,vaprasannakumar@ord.gov.in,29:50.9
6574,TEST EQUIPMENT,0,hod-imm-co@hal-india.co.in,29:55.0
6575,,0,imrankhan@ord.gov.in,30:03.9
6576,,0,tank.ofmk@ord.gov.in,31:25.4
6577,,0,raghunandanjha@ord.gov.in,31:55.1
6578,,0,imrankhan@ord.gov.in,32:25.8
6579,,0,tank.ofmk@ord.gov.in,33:47.9
6580,,0,pvgokakkar@mazdock.com,34:55.0
6581,,0,vaprasannakumar@ord.gov.in,36:05.4
6582,,0,tank.ofmk@ord.gov.in,37:19.5
6583,,0,vaprasannakumar@ord.gov.in,39:19.8
6584,,0,pvgokakkar@mazdock.com,40:36.4
6585,,0,tank.ofmk@ord.gov.in,40:58.4
6586,,0,vaprasannakumar@ord.gov.in,41:43.2
6587,,0,pvgokakkar@mazdock.com,42:38.7
6588,,0,vaprasannakumar@ord.gov.in,42:45.8
6589,,0,tank.ofmk@ord.gov.in,43:13.3
6590,,0,pvgokakkar@mazdock.com,44:13.6
6591,,0,vaprasannakumar@ord.gov.in,45:11.0
6592,,0,tank.ofmk@ord.gov.in,45:37.8
6593,,0,pvgokakkar@mazdock.com,46:08.2
6594,,0,vaprasannakumar@ord.gov.in,47:18.0
6595,,0,tank.ofmk@ord.gov.in,48:07.0
6596,,0,pvgokakkar@mazdock.com,48:22.2
6597,,0,vaprasannakumar@ord.gov.in,48:40.1
6598,,0,pvgokakkar@mazdock.com,49:16.9
6599,,0,vaprasannakumar@ord.gov.in,50:02.3
6600,,0,vaprasannakumar@ord.gov.in,51:05.0
6601,Cable,0,pvgokakkar@mazdock.com,51:23.4
6602,,0,vaprasannakumar@ord.gov.in,52:34.5
6603,,0,pvgokakkar@mazdock.com,53:33.6
6604,,0,pvgokakkar@mazdock.com,54:44.1
6605,,0,vaprasannakumar@ord.gov.in,55:39.3
6606,,0,pvgokakkar@mazdock.com,56:11.5
6607,EBXL Cables,0,pvgokakkar@mazdock.com,58:53.8
6608,,0,pvgokakkar@mazdock.com,00:48.2
6609,,0,pvgokakkar@mazdock.com,04:05.3
6610,,0,vaprasannakumar@ord.gov.in,04:22.4
6611,,0,vaprasannakumar@ord.gov.in,10:06.0
6612,,0,tank.ofmk@ord.gov.in,10:32.0
6613,Fire fighting clothing,0,sumitpatle@ord.gov.in,11:39.5
6614,,0,vaprasannakumar@ord.gov.in,12:00.7
6615,,0,tank.ofmk@ord.gov.in,13:20.2
6616,,0,vaprasannakumar@ord.gov.in,13:45.2
6617,,0,vaprasannakumar@ord.gov.in,15:06.3
6618,Uniforms and Workwear,0,sumitpatle@ord.gov.in,15:28.0
6619,,0,tank.ofmk@ord.gov.in,16:44.0
6620,,0,vaprasannakumar@ord.gov.in,21:28.8
6621,,0,tank.ofmk@ord.gov.in,23:00.0
6622,,0,raghunandanjha@ord.gov.in,23:07.0
6623,,0,vaprasannakumar@ord.gov.in,23:20.0
6624,,0,tank.ofmk@ord.gov.in,25:19.3
6625,,0,tank.ofmk@ord.gov.in,28:06.9
6626,,0,vaprasannakumar@ord.gov.in,29:32.8
6627,,0,tank.ofmk@ord.gov.in,30:42.4
6628,,0,vendorcell@goashipyard.com,30:43.6
6629,,0,vaprasannakumar@ord.gov.in,30:54.3
6630,,0,vendorcell@goashipyard.com,31:33.2
6631,,0,vendorcell@goashipyard.com,32:13.0
6632,,0,tank.ofmk@ord.gov.in,32:53.0
6633,,0,vendorcell@goashipyard.com,33:03.0
6634,,0,vaprasannakumar@ord.gov.in,33:09.0
6635,,0,vendorcell@goashipyard.com,34:30.5
6636,PROFESSIONAL LED DISPLAY,0,tank.ofmk@ord.gov.in,35:36.1
6637,,0,vaprasannakumar@ord.gov.in,36:09.2
6638,,0,vendorcell@goashipyard.com,36:15.7
6639,,0,vendorcell@goashipyard.com,37:04.4
6640,,0,tank.ofmk@ord.gov.in,38:01.0
6641,,0,vendorcell@goashipyard.com,39:53.2
6642,,0,raghunandanjha@ord.gov.in,40:01.0
6643,,0,tank.ofmk@ord.gov.in,40:08.5
6644,,0,vendorcell@goashipyard.com,40:38.7
6645,,0,vaprasannakumar@ord.gov.in,40:50.5
6646,,0,vendorcell@goashipyard.com,41:47.8
6647,,0,vendorcell@goashipyard.com,42:20.3
6648,,0,vaprasannakumar@ord.gov.in,43:44.0
6649,,0,vendorcell@goashipyard.com,44:15.4
6650,,0,vendorcell@goashipyard.com,44:33.4
6651,,0,vendorcell@goashipyard.com,44:50.7
6652,,0,vendorcell@goashipyard.com,45:36.0
6653,,0,vendorcell@goashipyard.com,46:04.4
6654,,0,vaprasannakumar@ord.gov.in,46:04.6
6655,,0,vendorcell@goashipyard.com,46:49.8
6656,,0,vendorcell@goashipyard.com,47:42.2
6657,,0,vendorcell@goashipyard.com,47:59.1
6658,,0,vendorcell@goashipyard.com,48:24.4
6659,,0,vendorcell@goashipyard.com,48:43.6
6660,,0,raghunandanjha@ord.gov.in,49:18.4
6661,,0,vendorcell@goashipyard.com,53:01.7
6662,,0,vendorcell@goashipyard.com,53:33.6
6663,,0,vendorcell@goashipyard.com,54:54.8
6664,,0,vendorcell@goashipyard.com,55:13.3
6665,,0,hod-imm-co@hal-india.co.in,14:43.4
6666,,0,tank.ofmk@ord.gov.in,29:15.0
6667,,0,tank.ofmk@ord.gov.in,31:39.3
6668,,0,tank.ofmk@ord.gov.in,34:09.6
6669,,0,vaprasannakumar@ord.gov.in,34:52.6
6670,,0,tank.ofmk@ord.gov.in,36:20.5
6671,Internal Infra Structure,0,pvgokakkar@mazdock.com,37:43.6
6672,,0,vaprasannakumar@ord.gov.in,38:01.6
6673,,0,tank.ofmk@ord.gov.in,38:47.2
6674,,0,vaprasannakumar@ord.gov.in,39:35.8
6675,,0,vaprasannakumar@ord.gov.in,40:44.1
6676,,0,pvgokakkar@mazdock.com,41:07.0
6677,,0,tank.ofmk@ord.gov.in,41:52.5
6678,Stationery,0,pvgokakkar@mazdock.com,42:36.1
6679,,0,pvgokakkar@mazdock.com,43:52.9
6680,,0,tank.ofmk@ord.gov.in,44:24.1
6681,,0,pvgokakkar@mazdock.com,45:09.3
6682,,0,pvgokakkar@mazdock.com,46:02.0
