Id,CompanyName,LegalName,OrgType,Scale,Address,City,State,Country,Pincode,Lat,Lng,Website,Email,Phone,PAN,CIN,GST,DUNS,IndustryDomain,IndustrySubdomain,CoreExpertise
11075,SEW-EURODRIVE INDIA PRIVATE LIMITED,,,,"REMTRY HOUSE,8-NANGAL RAYA,   BUSINESS CENTRE,,NEW DELHI,Delhi,000000-India",,Delhi,,0,,,,,,,,,,,,
11076,DEFENCE LAND SYSTEMS INDIA LIMITED,,,,"MAHINDRA TOWERS,   P. K. KURNE CHOWK, WORLI,MUMBAI,Mumbai City,Maharashtra,400018-India",,Maharashtra,,400018,,,,,,,,,,,,
11077,AJAY PLATES AND BATTERY PRODUCTS PRIVATE LIMITED,,,,"PLOT NO. 1, SURVEY NO. 53,   J. P. UDYOG NAGAR,,PALGHAR,Thane,Maharashtra,401404-India",,Maharashtra,,401404,,,,,,,,,,,,
11078,WAFFE ENGINEERING PRIVATE LIMITED,,,,"15-16, Ganapathi Nagar, 7th Cross Road,,Bangalore,Bangalore,Karnataka,560058-India",,Karnataka,,560058,,,,,,,,,,,,
11079,NOMAD DEFENCE PRIVATE LIMITED,,,,"293-R,   MAHALAXMI NAGAR,INDORE,Indore,Madhya Pradesh,452001-India",,Madhya Pradesh,,452001,,,,,,,,,,,,
11080,PRABHU PACKAGING PRODUCTS PRIVATE LIMITED,,,,"H NO 307HENNESSY ROAD   CIVIL LINES,NAGPUR,Maharashtra,000000-India",,Maharashtra,,0,,,,,,,,,,,,
11081,MANU ENTERPRISES LIMITED,,,,"SIDHWA HOUSE 1 ST FLN A SAWANT MARG   COLABA,MUMBAI,Maharashtra,400005-India",,Maharashtra,,400005,,,,,,,,,,,,
11082,K.E.W. HITECHENGINEERS PRIVATE LIMITED,,,,"S-6,POCKET B&E,   SATYAM PLAZA,DILSHAD GARDEN,DELHI,East Delhi,Delhi,110095-India",,Delhi,,110095,,,,,,,,,,,,
11083,ADVANCE WEBTECH PRIVATE LIMITED,,,,"HOUSE NO. 2  WARD NO. 2   AHIR WARA ,,BALLABGARH,Haryana,121004-India",,Haryana,,121004,,,,,,,,,,,,
11084,TOTAL TOOLING SOLUTIONS PRIVATE LIMITED,,,,"94, BOMBAY TALKIES COMPOUND,   MALAD (WEST),MUMBAI,Mumbai City,Maharashtra,400064-India",,Maharashtra,,400064,,,,,,,,,,,,
11085,AMAN MEDICAL PRODUCTS PRIVATE LIMITED,,,,"(Zohra Complex)   Kalanpur,Barhalganj,Gorakhpur,Uttar Pradesh,273402-India",,Uttar Pradesh,,273402,,,,,,,,,,,,
11086,UNISON BIO-MED PRIVATE LIMITED,,,,"#152, HANUMAN CHAMBERS1ST FLOOR, CHAMRAJPET,   BANGALORE,BANGALORE,Karnataka,560018-India",,Karnataka,,560018,,,,,,,,,,,,
11087,ANAND INDUSTRIES PRIVATE LIMITED,,,,"LG-19YHAPAR CHAMBERS-2   RING ROAD,NEW DELHI,Delhi,110014-India",,Delhi,,110014,,,,,,,,,,,,
11088,TAURUS AGILE TECHNOLOGY CORPORATION PRIVATE LIMITED,,,,"SHOP NO A-9 FIRST FLOOR,TANEJA COMPLEX   DHARAM COLONY NANGLOI JAT DELHI,NEW DELHI,West Delhi,Delhi,110041-India",,Delhi,,110041,,,,,,,,,,,,
11089,MULTITECH METAL IMPREGNATIONS PRIVATE LIMITED,,,,"NO. 188/A, 4TH BLOCK 2ND MAINROAD, RAJAJINAGAR   BANGALORE.,BANGALORE,Karnataka,000000-India",,Karnataka,,0,,,,,,,,,,,,
11090,MICHELL BEARINGS (INDIA) PRIVATE LIMITED,,,,"NO.8D, ATTIBELE INDUSTRIALAREA, BANGALORE,AREA, BANGALORE,Karnataka,562107-India",,Karnataka,,562107,,,,,,,,,,,,
11091,PRANITA INCITE ENGINEERING SOLUTIONS PRI VATE LIMITED,,,,"NO.3, SHIVA FARMMAGADI ROAD,   KAMAKSHIPALYA,BANGALORE.,Karnataka,560079-India",,Karnataka,,560079,,,,,,,,,,,,
11092,UNITED INDUSTRIES LIMITED,,,,"ALLEPPEY,NA,Alappuzha,Kerala,000000-India",,Kerala,,0,,,,,,,,,,,,
11093,KELTRON COUNTERS LIMITED,,,,"CHAVADIMUKKUP O  SREEKARIYAM,TRIVANDRUM,Palakkad,Kerala,695017-India",,Kerala,,695017,,,,,,,,,,,,
11094,HYT MACHINES PVT LTD,,,,"J - 378, M.I.D.C., BHOSARI,PUNE,Pune,Maharashtra,411026-India",,Maharashtra,,411026,,,,,,,,,,,,
11095,ULTRA ENGINEERS PRIVATE LIMITED,,,,"122/AB/17 ANUPAM LAXMI PARKCOLONY,PUNE,Maharashtra,411030-India",,Maharashtra,,411030,,,,,,,,,,,,
11096,ANAGHA ENGINEERING PRIVATE LIMITED,,,,"B 112 INDIRA APARTMENTSSAHAKARNAGAR,PUNE,Maharashtra,411009-India",,Maharashtra,,411009,,,,,,,,,,,,
11097,INDIANA MACHINE TOOLS PRIVATE LIMITED,,,,"H NO 128PHASE II   MOHALI,PUNJAB,Punjab,160055-India",,Punjab,,160055,,,,,,,,,,,,
11098,ITRIZ ENGINEERING ACCESSORIES PRIVATE LIMITED,,,,"C/o Sankar, Adayalampattu West   Revenue Village,Maduravoyal,Chennai,Tamil Nadu,600095-India",,Tamil Nadu,,600095,,,,,,,,,,,,
11099,DYAUS AEROSPACE AND DEFENCE TECHNOLOGIES PRIVATE LIMITED,,,,"4-BAL VIHAR EXTENSION, KUKRAIL PICNIC   SPOT ROAD, FARIDINAGAR, INDRA NAGAR,LUCKNOW,Lucknow,Uttar Pradesh,226016-India",,Uttar Pradesh,,226016,,,,,,,,,,,,
11100,PRECISION ELECTRONICS PVT LTD,,,,"20/5  ASWINI DUTTA ROAD,KOLKATA,West Bengal,700029-India",,West Bengal,,700029,,,,,,,,,,,,
11101,AMERTEC SYSTEMS PRIVATE LIMITED,,,,"4, ALLIED HOUSE,   BHANOT APARTMENTS, LSC, PUSHPVIHAR,NEW DELHI,Delhi,110062-India",,Delhi,,110062,,,,,,,,,,,,
11102,RENSAI PRECISIONS PRIVATE LIMITED,,,,"NO.44/45 2ND CROSS NISARGA LAYOUT   SIDEDAHALLI MAIN ROAD NAGASANDRA (P0),BANGALORE,Bangalore,Karnataka,560073-India",,Karnataka,,560073,,,,,,,,,,,,
11103,NEOAXIS AERO PRIVATE LIMITED,,,,"PLOT 556   3RD MAIN 2ND STAGE PEENYA INDUSTRIAL EST,ATE,BANGALORE,Bangalore,Karnataka,560058-India",,Karnataka,,560058,,,,,,,,,,,,
11104,REINPLAST ADVANCED COMPOSITES PRIVATE LIMITED,,,,"No.291, Panjappa Lane, Kavalbyrasandra   R T Nagar Post,Bangalore,Bangalore,Karnataka,560032-India",,Karnataka,,560032,,,,,,,,,,,,
11105,IGNIS PROTEGO SERVICES (OPC) PRIVATE LIMITED,,,,"Flat 1f, 304, Samruddhi East Lynne White   field Inner Circle Road, Whitfield Club,Bengaluru,Bangalore,Karnataka,560066-India",,Karnataka,,560066,,,,,,,,,,,,
11106,EXPO ELECTRONICS PRIVATE LIMITED,,,,"STANDARD DESING BUILDING,SEEPZ,   ANDHERI (EAST),,MUMBAI,Maharashtra,400096-India",,Maharashtra,,400096,,,,,,,,,,,,
11107,BHAWANI MARINE EQUIPMENT MANUFACTURING PRIVATE LIMITED,,,,"UNIT NO. 2, RAJASHREE INDUSTRIAL COMPLEX   MANPADA,,THANE,Thane,Maharashtra,400610-India",,Maharashtra,,400610,,,,,,,,,,,,
11108,OMKAR ENGINEERING WORKS PRIVATE LIMITED,,,,"EMPIRE ESTATE BLD M   CTS.45 10/1 PH-11 CHD SHOP-01,CHINCHWAD,Maharashtra,411019-India",,Maharashtra,,411019,,,,,,,,,,,,
11109,M.P. ENGINEERING WORKS PRIVATE LIMITED,,,,"24, NETAJI SHUBHASH ROAD   4th floor,KOLKATA,Kolkata,West Bengal,700001-India",,West Bengal,,700001,,,,,,,,,,,,
11110,STHENOS COMPOSITES PRIVATE LIMITED,,,,"Gat No. 619, MIDC Road,Kuruli, Chakan, Tal. Khed,Khed,Pune,Maharashtra,410501-India",,Maharashtra,,410501,,,,,,,,,,,,
11111,C P INDUSTRIES PVT LTD,,,,"Bhawani Mata   Road,KHANDWA,Madhya Pradesh,000000-India",,Madhya Pradesh,,0,,,,,,,,,,,,
11112,DEL-STAR PVT LTD,,,,"OGALEWADIDISTT SATARA,SATARA,Satara,Maharashtra,416105-India",,Maharashtra,,416105,,,,,,,,,,,,
11113,R V ENGINEERS PRIVATE LIMITED,,,,"E-069, SITE B   SURAJPUR IND AREA,GREATER NOIDA,Gautam Buddha Nagar,Uttar Pradesh,201306-India",,Uttar Pradesh,,201306,,,,,,,,,,,,
11114,CANCAM ENGINEERS PRIVATE LIMITED,,,,"NO. 86, 2ND CROSS, FIRSTSTAGE,PEENYA INDUSTRIAL   ESTAGE, BANGALORE,BANGALORE,Bangalore,Karnataka,560058-India",,Karnataka,,560058,,,,,,,,,,,,
11115,PQUATIONS INDIA PRIVATE LIMITED,,,,"HD 039,10th Floor,Tower1,Sec 40,Seawoods   Railway station, Nerul Node,NaviMumbai,Thane,Maharashtra,400706-India",,Maharashtra,,400706,,,,,,,,,,,,
11116,INDIA ELECTRICAL MANUFACTURING CO LTD,,,,"KOLKATA,KOLKATA,West Bengal,700052-India",,West Bengal,,700052,,,,,,,,,,,,
11117,INDUS ENTERPRISES PVT LTD,,,,"526SECTOR 16   CHANDIGARH,U T,Chandigarh,000000-India",,Chandigarh,,0,,,,,,,,,,,,
11118,S.B ELECTRONICS PVT.LTD.,,,,"VASA CHAMBERS,RANJIT ROAD,JAMNAGAR.,NA,Jamnagar,Gujarat,000000-India",,Gujarat,,0,,,,,,,,,,,,
11119,ELECTROWELD INDUSTRIES PRIVATE LIMITED,,,,"5 Hira Compound   Opp Navjivan Soc R. C. Marg, Chembur,Mumbai,Mumbai City,Maharashtra,400074-India",,Maharashtra,,400074,,,,,,,,,,,,
11120,MTRC INDUSTRIES PRIVATE LIMITED,,,,"D.No.12-13-826, KIMTEE COLONY   TARANAKA,SECUNDRABAD,Telangana,500017-India",,Telangana,,500017,,,,,,,,,,,,
11121,TENNECO CLEAN AIR INDIA LIMITED,,,,"RNS2, Nissan Supplier Park, SIPCOT Industrial park   Oragadam Industrial Corridor,Sriperumbud,ur Taluk,Kancheepuram,Kancheepuram,Tamil Nadu,602105-India",,Tamil Nadu,,602105,,,,,,,,,,,,
11122,KC BEE PUMPS AND SYSTEMS PRIVATE LIMITED,,,,"No.19,NANJAPPA NAGAR   TRICHY ROAD,SINGANALLUR,COIMBATORE,Coimbatore,Tamil Nadu,641005-India",,Tamil Nadu,,641005,,,,,,,,,,,,
11123,TRADING ENGINEERS INTERNATIONAL PRIVATE LIMITED,,,,"KOTHI SIR JAGDISH PRASADDEWAN-KA-BAZAR   MURADABAD,UTTAR PRADESH,Moradabad,Uttar Pradesh,000000-India",,Uttar Pradesh,,0,,,,,,,,,,,,
11124,DHANDHANIA UDYOG PRIVATE LIMITED,,,,"52/19 LALA MATADIN STKANPUR   KANPUR,UTTAR PRADESH,Jyotiba Phule Nagar,Uttar Pradesh,000000-India",,Uttar Pradesh,,0,,,,,,,,,,,,
11125,S. K. ELECTRICALS PRIVATE LIMITED,,,,"92  M I GRATAN LAL NAGAR   KANPUR,UTTAR PRADESH,Jyotiba Phule Nagar,Uttar Pradesh,208006-India",,Uttar Pradesh,,208006,,,,,,,,,,,,
11126,KUNJ ENTERPRISES PRIVATE LIMITED,,,,"KASAULI ROAD   SECTOR -2PARWANOO   DISTT.SOLAN,HIMACHAL PRADESH,Solan,Himachal Pradesh,000000-India",,Himachal Pradesh,,0,,,,,,,,,,,,
11127,RAKSA INTERCONNECT PRIVATE LIMITED,,,,"No.122, Venkateshwaranagar,   3rd Cross,,Bangalore,Bangalore,Karnataka,560064-India",,Karnataka,,560064,,,,,,,,,,,,
11128,AITAREYA ENGINEERING AND SERVICES PRIVATE LIMITED,,,,"Anagha Peridot, 17/1A, #1301   Coffee Board Layout,Kempapura,Bangalore,Karnataka,560024-India",,Karnataka,,560024,,,,,,,,,,,,
11129,CARBINE SYSTEMS PRIVATE LIMITED,,,,"Plot No.15 & 16, Sy No.356/1 & 356/2   Brahma Nagar, Majagaon,Belagavi,Belgaum,Karnataka,590008-India",,Karnataka,,590008,,,,,,,,,,,,
11130,MANIPUR ELECTRONICS DEVELOPMENT CORPORATION LIMITED,,,,"B-14, TAKYAL INDUSTRIAL ESTATE   TAKYEL PAT,IMPHAL,Manipur,795001-India",,Manipur,,795001,,,,,,,,,,,,
11131,OYAZEN TREXIM PRIVATE LIMITED,,,,"1/174 NEAR KHANDELWAL TOWER NEAR   VIDHYADHAR NAGAR,JAIPUR,Jaipur,Rajasthan,302039-India",,Rajasthan,,302039,,,,,,,,,,,,
11132,HIND HIGH VACCUM(HYDERABAD)PVT. LTD,,,,"208, 2ND FLOORMINAR APARTMENTS   DECCAN TOWERS, BASHEERBAGH,HYDERABAD,Telangana,500001-India",,Telangana,,500001,,,,,,,,,,,,
11133,SPECK SYSTEMS LIMITED,,,,"B-49, ELECTRONICS COMPLEX, KUSHAIGUDA   HYDERABAD,HYDERABAD,Telangana,500062-India",,Telangana,,500062,,,,,,,,,,,,
11134,SILICON ELECTRONICS PRIVATE LIMITED,,,,"330/2RT,SANJIVAREDDYNAGAR,HYDERABAD,NA,Telangana,000000-India",,Telangana,,0,,,,,,,,,,,,
11135,ANIL ENTERPRISES PRIVATE LIMITED,,,,"5-9-22/29,ADARSHNAGAR,HYDERABAD,NA,Telangana,000000-India",,Telangana,,0,,,,,,,,,,,,
11136,S V ELECTRONICS LIMITED,,,,"MUNICIPAL NO.1-7-361, TO 377/28, AT SHOP NO.28   CHENOY TRADE CENTRE, PARK LANE,,SECUNDERABAD,Telangana,000000-India",,Telangana,,0,,,,,,,,,,,,
11137,CATHODIC CONTROL COMPANY PVT LTD,,,,"GROUND FLOOR, A ISILVER PARK APARTMENTS   THANIKACHALAM ROAD,T. NAGAR, MADRAS 600 017,Chennai,Tamil Nadu,600017-India",,Tamil Nadu,,600017,,,,,,,,,,,,
11138,TURBO (INDIA) PVT LTD,,,,"17,III MAIN ROAD,KASTURBA NAGAR,ADYAR,   MADRAS-20,MADRAS-20,Chennai,Tamil Nadu,000000-India",,Tamil Nadu,,0,,,,,,,,,,,,
11139,TURBOTECH PRECISION ENGINEERING PVT. LTD.,,,,"155, ARCOT ROAD, VADAPALANI,MADRAS,MADRAS,Chennai,Tamil Nadu,000000-India",,Tamil Nadu,,0,,,,,,,,,,,,
11140,SMART ELECTRONICS PRIVATE LIMITED,,,,"214 T.T.K. ROAD,ALWARPET   CHENNAI 18,CHENNAI 18,Tamil Nadu,600018-India",,Tamil Nadu,,600018,,,,,,,,,,,,
11141,MAYANK INDUSTRIES PRIVATE LIMITED,,,,"C/O SATISH ARORA 120 VARDHAMAN TOWER   JURS COUNTRY,HARIDWAR,Haridwar,Uttarakhand,249407-India",,Uttarakhand,,249407,,,,,,,,,,,,
11142,ALFA ELECTRONIC SERVICES (INDIA) PRIVATE LIMITED,,,,"D.NO.49-51-5/1,OPP. DENTY'S   SANKARAMATAM ROAD, SHANTHIPURAM,VISAKHAPATNAM,Vishakhapatnam,Andhra Pradesh,530016-India",,Andhra Pradesh,,530016,,,,,,,,,,,,
