CompanyId,CompanyName,search_text
34,FRONTIER SPRINGS LIMITED.,"FRONTIER SPRINGS LIMITED. FRONTIER SPRINGS LIMITED. FRONTIER SPRINGS LIMITED. Uttar Pradesh 25/4 KALPI ROAD RANIA,KANPUR DEHAT,Kanpur Dehat,Uttar Pradesh,209304-India ; nan nan ; nan nan nan ; HELICAL SPRINGS"
35,EMPIRE INDUSTRIES LIMITED,"EMPIRE INDUSTRIES LIMITED EMPIRE INDUSTRIES LIMITED EMPIRE INDUSTRIES LIMITED IT & Software IT & Software Maharashtra 414 SENAPATI BAPAT MARGLOWER PARLE,MUMBAI,Maharashtra,400013-India ; ; nan nan nan ; O-RING /.; O-RING,PART.NO:4-71121-22-801-0.; PENDANT HAND-HELD WITH E-STOP"
36,THE RUBY MILLS LIMITED,"THE RUBY MILLS LIMITED THE RUBY MILLS LIMITED THE RUBY MILLS LIMITED Textiles Textiles Maharashtra RUBY HOUSE, J. K. SAMANT MARG, DADAR,MUMBAI,Maharashtra,400028-India ; ; R&D; TEST ; Blended Fabric P.C.; CANVAS COTTON 680 GM. O.G 91CM; CLOTH COTTON CLOSELY WOVEN 235 GRMS. DUAL SHADE (WHITE/OG) W.R. 91 CMS; CLOTH TWILL WEAVE POLYESTER & COTTON(20:80)250GSM GREENISHKHAKI 150 CM WIDTH(MIN; Camouflage Cloth Commercial Polyester 600 D PVC PV Coated 150 CM Excluding Selvedges; Fab. Nylon 75 GMS U/D 91 cm width; Fab. Nylon Low Porosity 52 GM ODS 94 cm; Fabric Nylon; NYLON FABRICS; Various Cotton and Synthetic Fabrics"
37,SKY INDUSTRIES LIMITED,"SKY INDUSTRIES LIMITED SKY INDUSTRIES LIMITED SKY INDUSTRIES LIMITED Maharashtra C-58 TTC INDL AREATHANE BELAPUR ROAD PAWANE,NAVI MUMBAI,Maharashtra,400705-India ; ; nan nan nan ; FASTNER HOOK & LOOP OR VALCRO VARIOUS"
38,ASAHI INDUSTRIES LIMITED,"ASAHI INDUSTRIES LIMITED ASAHI INDUSTRIES LIMITED ASAHI INDUSTRIES LIMITED Maharashtra ECOMAX, MUSRANE, TAL. WADA,,THANE,Maharashtra,421312-India ; nan nan ; nan nan nan nan ; nan nan"
39,GRASIM INDUSTRIES LTD,"GRASIM INDUSTRIES LTD GRASIM INDUSTRIES LTD GRASIM INDUSTRIES LTD Madhya Pradesh BIRLAGRAM NAGDA,UJJAIN,Madhya Pradesh,456331-India ; nan nan ; nan nan nan nan ; nan nan"
40,RTS POWER CORPORATION LTD,"RTS POWER CORPORATION LTD RTS POWER CORPORATION LTD RTS POWER CORPORATION LTD Electronics & Electrical Electronics & Electrical West Bengal 56 NETAJI SUBHAS ROAD,KOLKATA,West Bengal,700001-India ; nan nan ; nan nan nan ; electrical transformer"
41,SHRI JAGDAMBA POLYMERS LIMITED,"SHRI JAGDAMBA POLYMERS LIMITED SHRI JAGDAMBA POLYMERS LIMITED SHRI JAGDAMBA POLYMERS LIMITED Gujarat HARMONY, 4th Floor,15/A, SHREE VIDHYANAGAR CO.OP. HSG. SOC. LTD. OPP. NABARD,NR. USMANPURA, GARDEN,,Ahmedabad,Ahmedabad,Gujarat,380014-India ; nan nan ; nan nan nan nan ; nan nan"
42,A F ENTERPRISES LIMITED,"A F ENTERPRISES LIMITED A F ENTERPRISES LIMITED A F ENTERPRISES LIMITED Delhi 15/18 Basement B Portion,West Patel Nagar,New Delhi,Central Delhi,Delhi,110008-India ; nan nan ; nan nan nan nan ; nan nan"
43,SRF LIMITED,"SRF LIMITED SRF LIMITED SRF LIMITED Chemical & Petroleum Products Chemical & Petroleum Products Delhi The Galleria, DLF Mayur Vihar, Unit No. 236 & 237 2nd Floor, Mayur Place, Mayur Vihar Phas,e I Extn.,New Delhi,East Delhi,Delhi,110091-India ; ; nan nan nan ; Fluorochemicals (refrigerants, pharma propellants, industrial chemicals, and fluoropolymers), Specialty Chemicals; Textile"
44,H P COTTON TEXTILE MILLS LIMITED,"H P COTTON TEXTILE MILLS LIMITED H P COTTON TEXTILE MILLS LIMITED H P COTTON TEXTILE MILLS LIMITED Haryana 15th K.M. Stone, Delhi Road, V.P.O. Mayar,,Hissar,Haryana,125044-India ; nan nan ; nan nan nan nan ; nan nan"
45,GOKALDAS EXPORTS LIMITED,"GOKALDAS EXPORTS LIMITED GOKALDAS EXPORTS LIMITED GOKALDAS EXPORTS LIMITED Karnataka No. 25, Second Cross, Third Main, Industrial Suburb, Yeshwantpur,Bangalore,Bangalore,Karnataka,560022-India ; nan nan ; nan nan nan ; Apparel products"
46,SARUP INDUSTRIES LIMITED,"SARUP INDUSTRIES LIMITED SARUP INDUSTRIES LIMITED SARUP INDUSTRIES LIMITED Punjab P.O. RAMDASSPURA,NEAR GURU RAVIDASS CHOWK,Jalandhar - I,Jalandhar,Punjab,144001-India ; nan nan ; nan nan nan ; Safety Shoes"
47,AMIN TANNERY LIMITED,"AMIN TANNERY LIMITED AMIN TANNERY LIMITED AMIN TANNERY LIMITED IT & Software IT & Software Uttar Pradesh 15/288-C, CIVIL LINES,,KANPUR,Kanpur,Uttar Pradesh,208001-India ; ; nan nan nan ; FULL SOCKS LEATHER WITH EVA CUSION IN VARIOUS SIZES; LASTED UPPER OF VARIOUS SIZES FOR BOOT HIGH ANKLE DVS; LEATHER BUFF CHROME TANNED SIDE BLACK FOOT BALL PRINT; LEATHER LINING BLACK COMBINATION TANNED DRY MILLED; Leather; Leather Footwear"
48,LIBERTY SHOES LIMITED,"LIBERTY SHOES LIMITED LIBERTY SHOES LIMITED LIBERTY SHOES LIMITED Haryana LIBERTY PURAM 13TH MILESTONE GT KARNAL ROAD KUTAIL,PO BASTARA KARNAL HARYANA,Haryana,132114-India ; nan nan ; nan nan nan ; Boot Winter Furlined and Boot Flyer’s- MK-4. Boot Flyer’s MK4 Aeromedical Specification -54( Modified-2024; Industrial SAFETY SHOES; PT Shoes (Sports Footwear); SAFETY SHOES"
49,BATA INDIA LTD,"BATA INDIA LTD BATA INDIA LTD BATA INDIA LTD West Bengal 27B, Camac Street, 1st Floor,Kolkata,Kolkata,West Bengal,700016-India ; ; nan nan nan ; Footwear - Shoes; Footwear - Slippers; Sandals; safety footwear."
50,THE WESTERN INDIA PLYWOODS LIMITED,"THE WESTERN INDIA PLYWOODS LIMITED THE WESTERN INDIA PLYWOODS LIMITED THE WESTERN INDIA PLYWOODS LIMITED Kerala MILL ROAD BALIAPATAM,CANNANORE,Kerala,670010-India ; nan nan ; nan nan nan ; Blockboards; Fire retardant plywood; Flushboards; Hardboards; Marine / Aircraft Plywood; pre-compressed press boards; various types of plywoods; wood-based panel products"
51,MILTON INDUSTRIES LIMITED,"MILTON INDUSTRIES LIMITED MILTON INDUSTRIES LIMITED MILTON INDUSTRIES LIMITED Textiles Textiles Gujarat 1/2, CHITRA-AMI APPARTMENT, OPP. LA GAJJAR CHAMBER ASHRAM ROAD,AHMEDABAD,Ahmedabad,Gujarat,380009-India ; nan nan ; nan nan nan ; Artificial leather cloth; Glass fibre reinforced epoxy sheets; Laminates and allied products"
52,JK PAPER LIMITED,"JK PAPER LIMITED JK PAPER LIMITED JK PAPER LIMITED Gujarat P.O. Central Pulp Mills Fort Songarh,,District Tapi,Gujarat,394660-India ; ; nan nan nan ; Boards; Packing paper; Printing paper; paper Rolls"
53,RUCHIRA PAPERS LIMITED,"RUCHIRA PAPERS LIMITED RUCHIRA PAPERS LIMITED RUCHIRA PAPERS LIMITED IT & Software IT & Software Himachal Pradesh TRILOK PUR ROADKALA AMB DISTT SIRMAUR,HIMACHAL PARDESH,Himachal Pradesh,173030-India ; nan nan ; nan nan nan ; Kraft Paper; Notebooks; Text books; Writing & Printing Paper (WPP); paper products"
54,GUJARAT POLY ELECTRONICS LIMITED,"GUJARAT POLY ELECTRONICS LIMITED GUJARAT POLY ELECTRONICS LIMITED GUJARAT POLY ELECTRONICS LIMITED IT & Software IT & Software Gujarat B-18, Gandhinagar Electronic Estate,Gandhinagar,Gandhinagar,Gujarat,382024-India ; nan nan ; nan nan nan ; Ceramic Capacitor; Multi Layer Ceramic Capacitors; SMD Capacitors; Single Layer Ceramic Capacitors"
55,SUDAL INDUSTRIES LIMITED,"SUDAL INDUSTRIES LIMITED SUDAL INDUSTRIES LIMITED SUDAL INDUSTRIES LIMITED Maharashtra A 5 M I D CAMBAD INDUSTRIAL ESTATE MUMBAI NASHIK HIGHWAY,NASHIK,Maharashtra,422010-India ; nan nan ; nan nan nan ; Aluminium extrusion products"
56,TATA CONSULTANCY SERVICES LIMITED,"TATA CONSULTANCY SERVICES LIMITED TATA CONSULTANCY SERVICES LIMITED TATA CONSULTANCY SERVICES LIMITED IT & Software IT & Software Maharashtra 9TH FLOOR, NIRMAL BUILDING NARIMAN POINT,MUMBAI,Maharashtra,400021-India ; ; nan nan nan ; DIGITIZATION OF VARIOUS DRAWINGS; ERP/IT SERVICES; NAVIGATIONAL SET SATELLITE GPS 9312A W/B"
57,SGL RESOURCES LIMITED,"SGL RESOURCES LIMITED SGL RESOURCES LIMITED SGL RESOURCES LIMITED Gujarat 506, Fifth Floor, Venus Atlantis, Near Reliance Pump,, Prahalad Nagar Road, Anand Nagar Road, Satelite,Ahmadabad City,Ahmedabad,Gujarat,380015-India ; nan nan ; nan nan nan ; Photographic Products"
58,HEG LIMITED,"HEG LIMITED HEG LIMITED HEG LIMITED IT & Software IT & Software Madhya Pradesh MANDIDEEP NEAR BHOPAL,DIST RAISEN,Madhya Pradesh,462046-India ; nan nan ; nan nan nan ; Graphite Electrodes; graphite specialty products"
59,GANDHAR OIL REFINERY (INDIA) LIMITED,"GANDHAR OIL REFINERY (INDIA) LIMITED GANDHAR OIL REFINERY (INDIA) LIMITED GANDHAR OIL REFINERY (INDIA) LIMITED Chemical & Petroleum Products Chemical & Petroleum Products Maharashtra DLH PARK, 18TH FLOOR, S. V. ROAD, GOREGAON (WEST),,MUMBAI,Mumbai City,Maharashtra,400062-India ; nan nan ; nan nan nan ; Gear Lubricant Multi Purpose 80W90 EP Type GL-5; Multigrade Engine Oil 10W30 API CF-4 (EDL-4); Multigrade Engine Oil 10W30 EPL-4 / EDL-7; Multigrade Engine Oil 15W40 EPL-4 / EDL-7; Multigrade Engine Oil 20W50 EPL-4 / EDL-7"
60,TAMILNADU PETROPRODUCTS LIMITED,"TAMILNADU PETROPRODUCTS LIMITED TAMILNADU PETROPRODUCTS LIMITED TAMILNADU PETROPRODUCTS LIMITED Chemical & Petroleum Products Chemical & Petroleum Products Tamil Nadu MANALI EXPRESS HIGHWAY, MANALI,CHENNAI,Tamil Nadu,600068-India ; nan nan ; nan nan nan ; Caustic Soda; Chlorine & Derivatives; Linear Alkyl Benzene (LAB), which is used in detergents and cleaners, along with related products such as Heavy Alkylate and Spindle Oil"
61,HINDUSTAN PETROLEUM CORPORATION LIMITED,"HINDUSTAN PETROLEUM CORPORATION LIMITED HINDUSTAN PETROLEUM CORPORATION LIMITED HINDUSTAN PETROLEUM CORPORATION LIMITED Chemical & Petroleum Products Chemical & Petroleum Products Maharashtra PETROLEUM HOUSE17 JAMSHEDJI TATA ROAD CHURCHGATE,MUMBAI,Maharashtra,400020-India ; ; nan nan nan ; AUTOMOTIVE GEAR OIL SAE VISCOSITY GRADE; CUTTING OIL SERVOCUT ""S""/ SEROL-B / KOOL KUT-""40 S; Diesel; ENKLO HVLP AH 46 (Zinc free) ex OEM; Fluid Automotive Transmission; Fluid Automotive Transmission Type 'A' Suffix 'A'; Gear Lubricants Multipurpose 80W90 EP Type GL-5; Grease Molybdinum Disulphide; HIGH SPEED DIESEL OIL (GR.HSD); Hydraulic Oil Servo System 32; Hydraulic oil; KEROSENE; L.S.H.F. H.S.DIESEL; LUBREX 22 PRESERVATION OIL; MULTI GRADE ENGINE OIL; Multi Grade Engine Oil 10W30 EPL-4/EDL-7; Multi Grade Engine Oil 10W40 API CH4 Combinde with MB 228.3 (EDL-7); Multi Grade Engine Oil 15W40 API CH4 Combinde with MB 228.3 (EDL-7); Multi Grade Engine Oil 15W40 EPL-4/EDL-7; Multi Grade Engine Oil 20W50 EPL-4/EDL-7; Multi Grade Engine Oil 5W30 EDL-3; Multigrade Engine Oil 15W40 API CI4 Plus(EDL-9); OIL TRIPONOL-H / SERVO-CUT-253; Oil Minerar Hydraulic Buffer (OMHB); Oil OX-13; Protective PX-6; RADIATOR COOLANT; SERVO GUARD 30; SERVO SUPER MULTI GRADE OIL 20W50; TRANSFORMER OILCONFORM NO TO IS 335-199; Transmission Fluid F-10"
62,INDIAN OIL CORPORATION LIMITED,"INDIAN OIL CORPORATION LIMITED INDIAN OIL CORPORATION LIMITED INDIAN OIL CORPORATION LIMITED Chemical & Petroleum Products Chemical & Petroleum Products Maharashtra Indian Oil Bhavan, G-9 All Yavar Jung Marg, BANDRA (EAST),MUMBAI,Maharashtra,400051-India ; ; R&D; TEST ; CALIBRATION FLUID; DIESEL H P P; GREASE SERVO CIATUM 201; Grease -271; Grease Ciatim-201; Grease LG-280 Grade-2; Grease Molydenun Disulphied (GMD); Grease SG-240; Grease XG-279; Grease XG-285; HY HDX MG 20 W 50; HYD OIL SERVO SYSTEM HLP - 46(IOC/ OR; High Speed Diesel; INDIAN OIL; Industrial Grease Lithium Base Regular Grade-3 (IGLBR Grade-3); KEROSENE; LIQUID PETROLEUM GAS,(LPG); LUBRICANT & GREASE; Lithuim Base Grease Automotive Purpose Grade-1 (LBGA Grade-1); SERVO QUENCH 11; SYNTHETIC COMPRESSOR OIL ISO GRADE VG100; diesel /petrol/LDO"
63,GP PETROLEUMS LIMITED,"GP PETROLEUMS LIMITED GP PETROLEUMS LIMITED GP PETROLEUMS LIMITED Chemical & Petroleum Products Chemical & Petroleum Products Maharashtra 804, 8th Floor, Ackruti Star, MIDC Central Road, MIDC, Andheri (East),Mumbai,Mumbai City,Maharashtra,400093-India ; nan nan ; nan nan nan ; Transformer Oils; greases; heavy vehicle engine oils,; industrial and automotive lubricants"
64,SALASAR TECHNO ENGINEERING LIMITED,"SALASAR TECHNO ENGINEERING LIMITED SALASAR TECHNO ENGINEERING LIMITED SALASAR TECHNO ENGINEERING LIMITED Uttar Pradesh Kh. No. 265, 281 to 288, Parsaun Jindal Nagar,,Panchsheel Nagar, Hapur,Ghaziabad,Ghaziabad,Uttar Pradesh,201015-India ; nan nan ; nan nan nan ; Monopoles; customized galvanized steel structures; power transmission line towers; solar module mounting structures; specialized cold-formed steel products; substation structures; telecommunication towers"
65,GULF OIL LUBRICANTS INDIA LIMITED,"GULF OIL LUBRICANTS INDIA LIMITED GULF OIL LUBRICANTS INDIA LIMITED GULF OIL LUBRICANTS INDIA LIMITED Chemical & Petroleum Products Chemical & Petroleum Products Maharashtra IN Centre, 49/50, M.I.D.C. 12th Road, Andheri (East),Mumbai,Maharashtra,400093-India ; ; nan nan nan ; Engine Oil; Fluid Automotive Transmission Type ""A"" Suffix A; Gear Lubricants Multi Purpose 80W90 EP Type GL-5; Multi Grade Engine Oil 10W30 API CF-4 (EDL-4); Multi Grade Engine Oil 10W30 EPL-4/EDL-7; Multi Grade Engine Oil 15W40 API CF-4 (EDL-4); Multi Grade Engine Oil 15W40 EPL-4/EDL-7; Multi Grade Engine Oil 20W40 EPL-4/EDL-4; Multi Grade Engine Oil 20W50 EPL-4/EDL-4; Multi Grade Engine Oil 20W50 EPL-4/EDL-7; Multi Grade Engine Oil 50W40 API CH-4 Combined with MB 228.3 (EDL-7)"
66,PANAMA PETROCHEM LIMITED,"PANAMA PETROCHEM LIMITED PANAMA PETROCHEM LIMITED PANAMA PETROCHEM LIMITED Chemical & Petroleum Products Chemical & Petroleum Products Gujarat PLOT NO 3303, GIDC ESTATE,ANKLESHWAR,Gujarat,393002-India ; nan nan ; nan nan nan ; White Oil/Liquid Paraffin Oil; ink and coating oils; petroleum jelly; rubber process oil; transformer oil; various textile and industrial lubricants; white oils/liquid paraffin oil"
67,VEEDOL CORPORATION LIMITED,"VEEDOL CORPORATION LIMITED VEEDOL CORPORATION LIMITED VEEDOL CORPORATION LIMITED Chemical & Petroleum Products Chemical & Petroleum Products West Bengal 8 DR RAJENDRA PRASAD SARANI,KOLKATA,West Bengal,700001-India ; nan nan ; nan nan nan ; automotive and industrial lubricants; brake oil; coolants; engine oils for cars and commercial vehicles; gear and transmission oils; hydraulic oils; turbine oils; various types of greases"
68,BHARAT PETROLEUM CORPORATION LIMITED,"BHARAT PETROLEUM CORPORATION LIMITED BHARAT PETROLEUM CORPORATION LIMITED BHARAT PETROLEUM CORPORATION LIMITED Chemical & Petroleum Products Chemical & Petroleum Products Maharashtra BHARAT BHAWAN BALLARD ESTATE,MUMBAI,Maharashtra,400001-India ; ; nan nan nan ; Cutting Oil For TOSS; DIESEL LPP (LDO) IS:1460/2000.; Fluid Automotive Transmission; LIQUID PETROLEUM GAS,(LPG); Multigrade ENgine Oil 10W30 EPL-4/EDL-7; Multigrade ENgine Oil 15W40 CI-4 Plus; Multigrade ENgine Oil 15W40 EPL-4/EDL-7; Multigrade ENgine Oil 20W50 EPL-4/EDL-7; OIL CUTTING SOLUBLE KOOLKUT 40 S; Oil Servocut 945; Oil Servospin22; Servo system 46"
69,ISGEC HEAVY ENGINEERING LIMITED,"ISGEC HEAVY ENGINEERING LIMITED ISGEC HEAVY ENGINEERING LIMITED ISGEC HEAVY ENGINEERING LIMITED IT & Software IT & Software Haryana RADAUR ROADYAMUNA NAGAR,HARYANA,Haryana,135001-India ; ; nan nan nan ; BOILER WITH MOUNTING AND AUXILLIARIES; Bayonet Heat Exchangers; Fuel; MOUNTING BODY FOR 155MM DHANUSH GUN; SET OF TRAIL BODY FOR 155MM DHANUSH GUN SYSTEM; Titanium Heat Exchangers"
70,SAVITA OIL TECHNOLOGIES LIMITED,"SAVITA OIL TECHNOLOGIES LIMITED SAVITA OIL TECHNOLOGIES LIMITED SAVITA OIL TECHNOLOGIES LIMITED Chemical & Petroleum Products Chemical & Petroleum Products Maharashtra 66/67, NARIMAN BHAVAN NARIMAN POINT,MUMBAI,Maharashtra,400021-India ; nan nan ; nan nan nan ; liquid paraffins; petroleum jellies, and waxes; transformer oils; white mineral oils"
71,LUPIN LIMITED,"LUPIN LIMITED LUPIN LIMITED LUPIN LIMITED Pharmaceuticals Pharmaceuticals Maharashtra Kalpataru Inspire, 3rd Floor, Off Western Express Highway, Santacruz (,East),MUMBAI,Mumbai City,Maharashtra,400055-India ; nan nan ; nan nan nan ; Active Pharmaceutical Ingredients (APIs); biosimilars; branded and generic drugs; complex generics"
72,PARENTERAL DRUGS (INDIA) LIMITED,"PARENTERAL DRUGS (INDIA) LIMITED PARENTERAL DRUGS (INDIA) LIMITED PARENTERAL DRUGS (INDIA) LIMITED Maharashtra E/210, 2nd Floor, Crystal Plaza, Off New Link Road Andheri West,Mumbai,Mumbai City,Maharashtra,400053-India ; nan nan ; nan nan nan nan ; nan nan"
73,J.G.CHEMICALS LIMITED,"J.G.CHEMICALS LIMITED J.G.CHEMICALS LIMITED J.G.CHEMICALS LIMITED West Bengal Adventz Infinity @ 5, 15th Floor, Unit 1511, Plot 5,Block - BN, Sector - V, Salt lake Electronics Complex,Saltlake,North 24 Parganas,West Bengal,700091-India ; nan nan ; nan nan nan ; ZINK OXIDE SIZE 63 MICROMETRE IS"
74,D C W LIMITED,"D C W LIMITED D C W LIMITED D C W LIMITED Gujarat NA,DHRANGADHRA,Gujarat,363315-India ; ; nan nan nan nan ; nan nan"
75,THEMIS MEDICARE LIMITED,"THEMIS MEDICARE LIMITED THEMIS MEDICARE LIMITED THEMIS MEDICARE LIMITED Pharmaceuticals Pharmaceuticals Gujarat PLOT NO 69-A, GIDC IND ESTATE, DIST- VALSAD,VAPI,Gujarat,396195-India ; nan nan ; nan nan nan ; Analgesic & Anti-spasmodic ; Joydol -TH · Nimujet Gel · Analgesic & Anti-spasmodic ; Tablet · Topical Gel · Analgesic & Anti-spasmodic."
76,DEEPAK NITRITE LIMITED,"DEEPAK NITRITE LIMITED DEEPAK NITRITE LIMITED DEEPAK NITRITE LIMITED Gujarat 2nd floor, Fermenter House,,Alembic City, Alembic Avenue Road,,Vadodara,Vadodara,Gujarat,390003-India ; nan nan ; nan nan nan nan ; nan nan"
77,AARTI INDUSTRIES LTD,"AARTI INDUSTRIES LTD AARTI INDUSTRIES LTD AARTI INDUSTRIES LTD Chemical & Petroleum Products Chemical & Petroleum Products Gujarat PLOT NO 801/23 GIDC ESTATEPHASE III,VAPI,Gujarat,396195-India ; nan nan ; nan nan nan ; specialty chemicals and pharmaceuticals, with core expertise in benzene-based chemicals, including nitro chloro benzene and di-chloro benzenes"
78,DYNAMIC INDUSTRIES LIMITED,"DYNAMIC INDUSTRIES LIMITED DYNAMIC INDUSTRIES LIMITED DYNAMIC INDUSTRIES LIMITED Gujarat PLOT NO.5501,PHASE-III NR.TRIKAMPURA CROSS ROAD G I D C VATVA,AHMEDABAD,Gujarat,382445-India ; nan nan ; nan nan nan nan ; nan nan"
79,PIRAMAL ENTERPRISES LIMITED,"PIRAMAL ENTERPRISES LIMITED PIRAMAL ENTERPRISES LIMITED PIRAMAL ENTERPRISES LIMITED Pharmaceuticals Pharmaceuticals Maharashtra Piramal Ananta, Agastya Corporate Park, Opp. Fire Brigade, Kamani Junction, LBS Marg, Kurl,a (West),,Mumbai,Mumbai City,Maharashtra,400070-India ; nan nan ; nan nan nan ; Ascapil 6mg Tablet · Bstil 24mg Tablet"
80,RASHTRIYA CHEMICALS AND FERTILIZERS LIMITED,"RASHTRIYA CHEMICALS AND FERTILIZERS LIMITED RASHTRIYA CHEMICALS AND FERTILIZERS LIMITED RASHTRIYA CHEMICALS AND FERTILIZERS LIMITED Maharashtra PRIYADASHANI, EASTERN EXPRESS HIGHWAY, SION,,MUMBAI- 400 022.,Maharashtra,400022-India ; nan nan ; nan nan nan nan ; nan nan"
81,RAMA PHOSPHATES LIMITED,"RAMA PHOSPHATES LIMITED RAMA PHOSPHATES LIMITED RAMA PHOSPHATES LIMITED Maharashtra 51-52 FREE PRESS HOUSE, FREE PRESS JOURNAL MARG, NARIMAN POINT,,MUMBAI,Mumbai City,Maharashtra,400021-India ; nan nan ; nan nan nan ; Super Phosphate (SSP) fertilizer"
82,AEROFLEX INDUSTRIES LIMITED,"AEROFLEX INDUSTRIES LIMITED AEROFLEX INDUSTRIES LIMITED AEROFLEX INDUSTRIES LIMITED Maharashtra Plot No. 41,42/13,42/14 & 42/18 Near Taloja MIDC, Village Chal, Behind IGPL,Panvel, Navi M,umbai,Panvel,Raigarh,Maharashtra,410208-India ; nan nan ; nan nan nan ; stainless steel corrugated hoses"
83,SUMITOMO CHEMICAL INDIA LIMITED,"SUMITOMO CHEMICAL INDIA LIMITED SUMITOMO CHEMICAL INDIA LIMITED SUMITOMO CHEMICAL INDIA LIMITED Maharashtra Bldg No.1,GF,Shant Manor Co-op Housing Society Ltd Chakravarti Ashok ?x80x98X?x80x99 Road,Kandivli (E), ,Mumbai,Mumbai City,Maharashtra,400101-India ; nan nan ; nan nan nan ; Cyphenothrin 5 % EC; Cyphenothrin 5% EC"
84,PREMIER EXPLOSIVES LIMITED,"PREMIER EXPLOSIVES LIMITED PREMIER EXPLOSIVES LIMITED PREMIER EXPLOSIVES LIMITED Andhra Pradesh 'PREMIER HOUSE', 11, ISHAQ COLONY, NEAR AOC CENTRE TRIMULGHERRY,SECUNDERABAD,Andhra Pradesh,500015-India ; ; nan nan nan ; Manufacturing Explosives Products"
85,GRANULES INDIA LIMITED,"GRANULES INDIA LIMITED GRANULES INDIA LIMITED GRANULES INDIA LIMITED Telangana 15th Floor, Granules Tower,Botanical Garden Road,Serilingampally,K.V.Rangareddy,Telangana,500084-India ; nan nan ; nan nan nan nan ; nan nan"
86,KANORIA CHEMICALS & INDUSTRIES LTD,"KANORIA CHEMICALS & INDUSTRIES LTD KANORIA CHEMICALS & INDUSTRIES LTD KANORIA CHEMICALS & INDUSTRIES LTD West Bengal KCI PLAZA 6TH FLOOR 23C ASHUTOSH CHOWDHURY AVENUE,KOLKATA,Kolkata,West Bengal,700019-India ; nan nan ; nan nan nan nan ; nan nan"
87,INDIA GLYCOLS LIMITED,"INDIA GLYCOLS LIMITED INDIA GLYCOLS LIMITED INDIA GLYCOLS LIMITED Uttarakhand A-1,INDUSTRIAL AREA,BAZPUR ROAD, KASHIPUR,,UDHAM SINGH NAGAR,Uttarakhand,244713-India ; nan nan ; nan nan nan nan ; nan nan"
88,JUBILANT PHARMOVA LIMITED,"JUBILANT PHARMOVA LIMITED JUBILANT PHARMOVA LIMITED JUBILANT PHARMOVA LIMITED Uttar Pradesh BHARTIAGRAM GAJRAULAJYOTIBA PHOOLAY NAGAR,U P,Uttar Pradesh,244223-India ; nan nan ; nan nan nan nan ; nan nan"
89,HINDCON CHEMICALS LIMITED,"HINDCON CHEMICALS LIMITED HINDCON CHEMICALS LIMITED HINDCON CHEMICALS LIMITED West Bengal 62B, BRAUNFELD ROW, 1ST FLOOR,,Kolkata,Kolkata,West Bengal,700027-India ; nan nan ; nan nan nan nan ; nan nan"
90,MADHYA BHARAT AGRO PRODUCTS LIMITED,"MADHYA BHARAT AGRO PRODUCTS LIMITED MADHYA BHARAT AGRO PRODUCTS LIMITED MADHYA BHARAT AGRO PRODUCTS LIMITED Rajasthan Wing A/1, 1st Floor,Ostwal Heights, Urban Forest,Bhilwara,Bhilwara,Rajasthan,311802-India ; nan nan ; nan nan nan nan ; nan nan"
91,EXCEL INDUSTRIES LIMITED,"EXCEL INDUSTRIES LIMITED EXCEL INDUSTRIES LIMITED EXCEL INDUSTRIES LIMITED Maharashtra 184-187SWAMI VIVEKANAND ROAD JOGESHWARI (WEST),MUMBAI,Maharashtra,400102-India ; nan nan ; nan nan nan nan ; nan nan"
92,KANSAI NEROLAC PAINTS LIMITED,"KANSAI NEROLAC PAINTS LIMITED KANSAI NEROLAC PAINTS LIMITED KANSAI NEROLAC PAINTS LIMITED Maharashtra 28th Floor, A-wing, Marathon Futurex,,N. M. Joshi Marg, Lower Parel,,Mumbai,Mumbai,Maharashtra,400013-India ; nan nan ; nan nan nan ; O G PAINT FOR POWDER COATING; PAINT R/M A/D O.GREEN ISC-220.; PAINT RMP R/O Z/C A/D JSS 8010; paints and coatings"
93,BAYER CROPSCIENCE LIMITED,"BAYER CROPSCIENCE LIMITED BAYER CROPSCIENCE LIMITED BAYER CROPSCIENCE LIMITED Maharashtra Bayer House, Central Avenue Hiranandani Estate,Thane West,Thane,Maharashtra,400607-India ; nan nan ; nan nan nan nan ; nan nan"
94,3B BLACKBIO DX LIMITED,"3B BLACKBIO DX LIMITED 3B BLACKBIO DX LIMITED 3B BLACKBIO DX LIMITED Madhya Pradesh 7 C, INDUSTIRAL AREA, GOVINDPURA,,BHOPAL,Madhya Pradesh,462023-India ; nan nan ; nan nan nan nan ; nan nan"
95,SHALIMAR PAINTS LTD,"SHALIMAR PAINTS LTD SHALIMAR PAINTS LTD SHALIMAR PAINTS LTD Haryana Stainless Centre, 4th Floor, Plot No. 50, Sector 32,,Gurugram,Gurgaon,Haryana,122001-India ; nan nan ; nan nan nan ; PAINTS"
96,ELANTAS BECK INDIA LIMITED,"ELANTAS BECK INDIA LIMITED ELANTAS BECK INDIA LIMITED ELANTAS BECK INDIA LIMITED Maharashtra 147, Mumbai-Pune Road, Pimpri,Pune,Pune,Maharashtra,411018-India ; nan nan ; nan nan nan nan ; nan nan"
97,IND SWIFT LIMITED,"IND SWIFT LIMITED IND SWIFT LIMITED IND SWIFT LIMITED Chandigarh 781INDUSTRIAL AREA PHASE II,CHANDIGARH,Chandigarh,160002-India ; nan nan ; nan nan nan nan ; nan nan"
